,A1,A10,A2,A3,A4,A5,A6,A7,A8,A9,C1,C10,C2,C3,C4,C5,C6,C7,C8,C9,E1,E10,E2,E3,E4,E5,E6,E7,E8,E9,N1,N10,N2,N3,N4,N5,N6,N7,N8,N9,O1,O10,O2,O3,O4,O5,O6,O7,O8,O9,age,country,engnat,gender,hand,race,source
118,1,3,5,1,5,1,5,1,5,5,4,3,4,4,2,4,2,4,1,4,3,4,2,3,2,4,3,2,4,2,4,2,2,4,4,2,3,2,2,3,3,2,3,4,4,2,3,4,2,3,21,US,1,2,1,3,2
119,1,3,4,1,4,1,5,1,4,4,3,4,1,2,1,3,2,3,3,4,1,2,4,4,2,4,2,3,2,4,1,1,4,2,5,2,2,1,1,3,5,5,3,5,1,5,1,3,5,4,59,IE,1,1,1,3,1
120,2,4,5,1,4,1,3,1,4,3,4,4,2,5,1,4,1,3,1,3,4,2,2,5,2,4,1,4,1,4,2,1,3,2,5,2,2,1,2,1,5,5,1,5,1,5,1,5,5,4,30,US,1,2,1,3,2
121,3,5,3,3,2,5,1,5,2,2,1,5,4,1,4,2,5,2,1,3,5,1,1,5,1,5,1,3,4,5,1,1,1,3,4,5,5,5,4,5,4,5,4,1,4,5,5,5,4,5,37,US,1,2,1,3,1
122,2,4,4,2,4,2,4,2,5,4,3,4,4,3,4,3,2,3,2,3,2,3,4,3,4,3,4,2,3,2,5,5,3,5,2,2,3,4,4,4,4,4,2,4,2,3,1,3,3,4,27,NZ,2,2,1,11,1
123,1,3,4,2,4,2,4,3,4,4,5,5,1,5,1,3,1,5,1,5,2,5,3,3,4,2,3,2,5,1,4,2,2,4,3,2,4,4,4,4,3,3,3,3,4,4,3,4,3,4,41,US,1,2,2,6,2
124,4,5,3,5,2,4,2,3,3,3,3,3,4,4,3,2,4,2,3,2,4,4,2,5,2,3,3,4,2,5,3,2,4,3,2,5,1,3,1,4,3,5,2,5,2,3,1,4,4,4,18,GB,1,1,1,3,1
125,2,4,4,3,5,2,4,2,4,4,2,3,4,4,5,2,4,3,3,2,3,3,2,3,2,4,2,4,2,4,5,2,2,5,2,3,4,4,4,4,3,4,2,4,2,4,2,3,4,4,21,US,1,2,1,3,1
126,1,5,3,1,5,1,5,2,5,5,4,5,4,5,2,3,1,5,3,5,5,1,3,5,4,3,2,3,5,1,3,1,5,5,2,3,1,3,2,3,4,4,1,4,2,4,1,5,4,3,15,US,1,2,1,6,1
127,3,3,2,3,3,3,3,3,2,4,3,4,5,4,3,3,3,3,2,3,2,5,1,1,4,4,1,1,3,4,5,4,1,4,4,4,4,5,5,5,5,5,1,5,2,5,2,4,5,5,18,BR,2,2,1,3,1
128,2,4,5,3,5,3,3,1,4,4,3,3,2,4,4,3,2,3,2,2,4,2,1,5,2,5,1,4,3,3,1,2,4,4,3,4,1,2,1,2,4,4,2,4,2,5,1,4,4,5,20,GB,1,1,2,3,1
129,1,5,5,1,5,1,4,1,5,5,4,5,3,4,2,3,1,5,1,5,5,1,1,5,1,5,1,5,4,4,1,1,5,5,5,3,1,1,1,2,4,5,2,5,1,5,1,5,4,5,35,US,1,1,1,13,1
130,2,2,3,3,3,3,3,3,2,3,1,3,4,3,4,1,4,2,4,1,2,3,2,2,4,3,2,3,4,1,4,4,2,4,2,2,3,3,3,4,4,3,2,4,3,3,1,3,3,4,24,GB,1,2,1,3,1
131,1,2,5,1,5,1,4,1,4,4,1,2,3,3,3,4,2,5,1,4,5,2,1,4,1,5,2,5,4,4,5,4,2,4,3,4,4,5,4,4,5,4,1,3,1,4,2,4,4,5,33,US,1,2,1,3,1
132,2,2,3,3,3,2,3,2,4,2,3,3,3,4,2,2,2,4,2,4,3,5,5,2,5,2,1,1,5,2,3,3,3,4,3,2,2,3,2,3,3,3,1,4,2,3,2,3,2,4,20,PH,2,2,1,1,1
133,1,4,4,3,4,2,5,2,5,4,4,4,2,4,1,4,2,4,1,2,1,3,2,4,4,4,2,3,5,3,2,1,4,1,4,2,2,3,1,2,4,3,3,3,2,4,3,4,4,4,59,US,1,2,1,3,1
134,1,4,3,2,3,3,4,2,5,4,2,3,4,4,4,2,2,3,3,3,5,1,2,5,1,5,1,3,1,5,4,1,3,5,2,2,2,2,2,5,5,4,2,5,3,3,1,3,4,5,19,CA,1,2,2,3,1
135,3,2,3,4,3,3,2,3,3,4,4,4,4,4,3,4,4,3,2,4,2,4,2,2,2,2,2,2,2,4,3,2,3,4,2,3,4,4,4,4,5,5,2,5,1,5,1,4,3,5,26,BR,2,1,1,13,1
136,1,5,3,2,5,4,5,2,5,5,5,5,5,5,1,3,4,4,3,5,3,5,1,4,3,4,1,2,3,1,3,1,5,3,1,1,2,1,1,4,2,4,4,5,3,5,1,5,1,5,24,CA,2,2,1,3,1
137,2,5,5,3,5,1,5,1,4,4,3,3,5,3,3,1,5,3,1,3,5,1,1,5,1,5,1,5,1,5,4,4,3,4,2,5,4,4,4,4,3,5,2,5,2,3,1,5,3,2,31,US,1,2,1,3,2
138,1,5,5,3,5,1,5,1,4,5,2,1,4,3,5,1,5,2,4,1,1,3,2,3,4,3,1,1,4,4,4,2,2,5,1,5,2,3,1,2,5,5,1,5,1,4,1,4,1,5,30,US,1,2,1,3,1
139,4,2,3,5,2,3,1,5,3,2,4,4,2,5,3,2,1,5,3,3,1,5,2,2,5,2,1,1,5,2,4,5,3,5,1,1,4,4,2,5,2,3,2,4,1,1,2,3,2,5,18,US,1,2,1,5,1
140,1,5,4,1,4,2,4,1,5,4,5,5,1,5,1,4,1,5,2,5,3,5,1,4,3,3,1,2,4,3,4,2,4,5,2,3,3,3,1,4,4,4,1,5,1,5,1,4,4,4,24,US,1,2,1,13,5
141,1,4,5,1,5,1,4,1,4,5,4,5,1,5,2,5,3,5,1,4,4,2,2,5,2,4,1,5,3,3,2,1,4,3,3,3,2,3,4,2,5,5,1,5,1,5,1,5,5,5,13,US,0,2,1,13,1
142,1,4,5,2,5,1,4,2,5,5,3,2,5,2,4,2,4,2,2,2,3,2,2,5,2,5,2,4,3,4,3,3,4,3,3,2,1,2,2,2,4,4,2,3,2,3,3,4,3,3,19,US,1,2,1,3,1
143,4,4,2,4,2,4,4,2,2,1,4,4,2,4,4,2,2,3,2,2,2,5,3,2,4,2,4,4,3,2,5,4,1,5,1,4,3,5,4,2,4,4,3,4,1,4,2,4,4,4,20,US,1,2,1,11,2
144,1,2,4,1,5,2,4,2,4,5,4,5,2,4,4,5,2,4,2,4,3,2,1,4,2,4,1,4,4,4,2,2,2,5,4,4,4,3,4,4,4,4,2,4,2,5,2,4,4,4,13,US,1,2,1,11,1
145,3,3,2,1,3,5,2,3,4,1,1,3,4,2,1,3,5,3,3,1,4,4,1,3,2,5,1,5,2,3,4,4,4,2,3,3,3,5,5,3,2,5,3,4,3,4,1,3,3,5,16,US,1,2,1,13,2
146,1,5,5,1,5,1,5,1,5,5,2,5,4,5,1,2,4,2,2,1,1,2,1,5,4,5,1,1,4,1,1,2,5,4,2,1,3,2,1,1,5,1,1,5,1,5,1,5,4,5,17,AU,1,2,1,3,1
147,3,4,5,3,4,1,4,2,4,4,2,2,2,2,2,2,2,2,3,3,3,2,1,5,1,5,2,5,2,4,3,3,4,2,1,1,3,2,2,2,4,3,1,4,3,4,2,4,4,2,27,US,1,2,1,3,1
148,1,4,4,2,4,1,4,2,3,4,2,4,3,3,2,5,2,4,2,4,1,4,3,4,2,4,2,2,3,2,4,4,4,4,1,1,2,3,2,2,5,4,2,5,2,3,1,4,5,5,20,US,1,2,1,3,5
149,2,4,4,1,5,2,3,2,3,4,2,5,2,2,2,2,5,1,2,4,2,4,1,3,3,4,2,4,2,4,4,1,2,2,5,4,4,2,2,2,4,3,3,3,1,3,2,4,4,2,44,JP,2,2,1,9,1
150,2,4,4,2,4,1,5,1,4,4,3,3,4,2,3,2,4,3,3,2,4,2,1,4,2,4,1,5,2,5,4,3,3,4,2,3,4,4,4,4,4,2,3,3,4,3,3,3,3,2,21,CA,1,2,1,3,1
151,2,4,5,1,4,1,3,1,4,5,5,5,3,4,2,4,3,5,2,4,3,2,2,4,2,5,2,4,4,2,3,2,4,4,3,2,4,2,2,3,5,4,2,3,1,4,2,5,4,4,21,CA,1,2,1,3,2
152,4,4,5,1,3,2,5,2,5,4,4,2,5,2,2,2,4,4,1,4,2,4,4,4,4,3,4,1,2,4,3,2,4,4,4,2,2,2,2,1,2,4,2,2,1,4,2,4,1,4,23,IN,2,1,1,4,1
153,4,5,2,4,4,5,3,5,3,5,4,4,1,5,4,5,1,4,1,4,1,5,2,1,5,3,5,1,5,1,5,5,3,5,1,5,5,4,3,5,4,5,5,5,5,4,1,4,5,5,24,US,1,2,1,13,1
154,2,4,4,1,4,2,4,2,2,3,3,2,2,2,2,2,2,4,1,3,2,3,4,2,4,4,2,4,5,3,2,4,3,4,1,4,2,3,2,3,4,4,1,4,1,4,1,4,1,5,39,CA,1,1,1,1,1
155,1,2,5,1,4,2,5,1,5,3,4,4,5,5,4,4,5,3,1,3,1,5,4,2,4,2,2,1,5,1,4,4,3,4,2,3,3,3,3,1,5,4,1,3,3,5,1,5,5,4,45,US,1,2,1,3,2
156,1,4,5,2,5,1,5,1,5,4,3,2,5,3,1,1,4,2,3,1,3,1,1,5,1,5,1,5,2,4,3,1,4,3,4,2,3,2,2,4,4,3,1,3,2,3,2,4,3,5,45,US,1,2,2,3,5
157,1,5,5,1,5,1,4,1,5,5,3,5,3,5,1,3,4,4,1,4,3,1,2,5,2,5,1,5,2,5,2,2,3,4,2,1,1,1,1,1,5,5,1,5,1,5,1,4,5,5,20,US,1,1,1,1,1
158,2,3,3,3,4,3,3,3,3,3,3,3,5,4,5,3,3,5,2,5,2,3,4,2,5,3,3,3,3,3,5,4,2,5,1,4,4,4,4,5,3,4,3,5,3,3,3,3,3,3,21,US,1,2,1,13,1
159,2,4,4,2,4,2,5,2,5,4,5,3,2,4,2,4,3,4,2,5,2,2,1,3,4,2,2,3,2,2,3,2,3,3,3,4,2,4,4,3,4,4,3,5,3,4,1,4,1,4,23,ID,2,2,1,1,2
160,1,5,5,1,5,1,5,1,1,5,5,4,4,4,1,4,1,5,2,5,2,1,2,5,1,4,2,4,1,4,4,1,2,5,4,1,4,2,2,4,4,5,1,5,1,5,1,5,4,5,23,PH,2,2,1,9,1
161,1,3,2,1,5,2,5,3,5,4,1,2,5,4,5,2,5,3,3,1,1,5,5,3,5,1,5,1,5,1,5,2,3,5,2,3,5,4,2,3,3,4,3,5,1,4,1,3,1,5,22,US,1,2,1,3,1
162,1,5,5,3,4,3,4,1,5,5,3,3,3,4,3,4,3,3,3,4,4,3,2,5,2,5,2,5,3,5,4,3,5,4,2,4,4,4,3,3,5,5,1,4,1,5,1,5,5,4,16,US,1,2,1,3,1
163,1,5,4,4,5,2,4,1,4,5,2,2,5,2,4,1,4,2,2,1,4,4,1,5,2,5,1,2,2,4,3,4,4,2,2,2,1,3,2,3,5,5,1,5,3,3,1,4,5,5,20,AU,1,1,1,3,5
164,5,5,4,1,5,2,4,2,4,4,4,4,2,4,1,4,2,4,2,4,2,4,4,4,4,4,2,4,4,2,1,2,4,2,4,2,2,2,2,2,4,4,1,2,1,4,2,4,3,4,33,IN,2,2,1,1,1
165,1,4,5,1,4,1,4,2,4,4,2,3,5,5,4,1,5,1,3,2,4,4,2,3,3,4,3,3,4,3,4,4,4,4,2,5,2,5,4,3,3,4,4,5,1,3,2,2,4,5,17,AU,1,2,1,13,1
166,1,3,4,4,3,2,3,2,3,3,3,4,3,4,2,1,4,4,3,4,1,4,3,3,3,2,3,1,4,3,3,2,3,4,2,2,3,3,2,4,4,5,2,5,1,4,1,4,4,3,17,CA,1,0,1,11,1
167,1,4,5,3,5,1,5,1,5,4,4,4,4,4,3,3,3,4,2,4,2,2,2,4,3,4,2,2,4,2,5,4,2,5,1,4,5,5,4,5,3,4,2,4,1,3,2,4,3,5,20,US,1,2,1,3,5
168,4,4,4,1,3,4,4,2,4,2,1,2,4,2,1,2,2,3,2,1,1,5,5,3,5,1,5,1,1,1,1,1,5,1,5,1,1,1,1,1,4,4,3,5,3,4,1,3,2,4,59,US,1,2,1,1,1
169,1,5,5,1,5,1,5,1,5,5,4,4,5,4,4,4,3,4,1,5,5,3,1,4,3,5,1,4,4,4,1,2,5,3,5,2,2,2,1,2,4,5,1,5,2,5,1,5,4,4,25,CA,1,1,1,3,2
170,2,3,2,5,2,1,1,3,2,1,4,3,1,4,3,2,1,4,3,3,1,5,3,1,5,1,3,1,1,1,5,4,3,5,1,1,3,4,3,5,4,5,2,5,3,3,1,3,4,3,18,AU,1,2,1,3,1
171,1,5,5,2,4,3,4,3,5,4,3,3,5,4,4,2,3,3,3,3,1,5,4,3,4,3,3,3,3,2,3,5,5,5,1,5,4,3,3,4,3,4,2,4,1,4,2,5,2,5,27,US,2,1,1,1,1
172,2,3,4,4,4,3,3,4,3,5,2,3,4,4,3,1,4,1,3,3,3,5,4,2,2,1,3,4,3,2,3,4,3,4,1,1,3,5,4,5,3,3,2,3,1,3,3,3,5,5,24,CA,1,2,1,3,1
173,1,5,5,1,4,1,5,1,4,5,5,5,1,5,1,5,1,5,1,1,5,1,1,5,3,5,1,4,1,5,1,1,5,5,5,1,1,1,1,1,5,5,1,5,1,5,1,5,5,5,29,US,1,1,3,3,1
174,5,5,3,3,2,3,2,4,4,3,5,3,2,4,1,4,2,4,1,4,2,4,5,3,5,3,2,1,4,4,1,2,4,2,5,1,1,2,1,1,4,4,2,4,2,4,2,3,3,4,16,US,1,2,3,3,1
175,1,3,4,4,5,3,3,3,3,4,3,4,3,4,2,4,2,3,4,4,2,5,4,3,5,4,4,3,4,3,2,3,4,4,2,2,2,2,1,3,5,4,1,4,1,3,2,4,3,5,29,US,1,1,1,11,2
176,1,3,3,2,4,1,5,2,4,4,3,1,1,2,3,1,4,5,5,1,2,5,2,2,4,5,1,1,5,2,5,3,1,5,2,5,5,4,5,5,4,5,3,5,2,5,1,1,1,5,33,US,2,2,1,13,2
177,4,2,4,1,4,2,5,2,4,5,3,4,2,4,2,4,3,4,1,3,4,5,2,4,4,2,2,3,2,5,3,1,3,4,4,3,2,4,4,3,4,4,2,4,1,5,1,5,3,4,21,IN,2,1,1,4,1
178,1,4,4,2,4,3,3,3,4,3,4,4,2,4,3,3,2,4,2,3,3,4,3,4,3,4,2,2,4,3,4,2,4,4,2,3,3,3,3,3,5,4,1,5,4,4,1,4,4,4,26,US,1,1,1,3,3
179,3,3,4,2,4,2,4,3,3,3,2,2,4,4,4,2,4,1,3,2,1,5,2,2,2,3,4,2,4,4,2,3,4,3,3,2,4,4,4,2,1,5,2,4,1,4,2,4,1,4,21,IN,2,1,1,11,1
180,2,5,2,1,4,3,4,2,4,4,3,3,2,4,2,4,2,1,1,4,3,2,2,5,3,4,4,2,2,5,3,2,3,2,4,3,3,3,3,3,4,5,1,5,1,4,1,5,3,3,26,IN,2,2,1,4,1
181,4,2,3,5,1,4,4,4,2,2,4,5,5,2,1,1,5,2,4,1,3,3,2,3,2,5,1,3,2,5,4,1,5,5,5,2,2,5,3,4,5,5,1,5,1,5,1,5,5,4,14,US,1,1,1,3,1
182,5,3,3,4,2,4,3,5,3,2,4,3,2,4,3,1,3,4,5,3,1,5,4,3,5,3,5,1,4,3,5,5,3,5,1,5,5,5,5,5,3,4,3,5,3,3,1,4,3,5,13,US,1,1,1,1,1
183,2,5,5,1,5,3,4,1,4,5,5,4,5,5,2,1,5,4,3,1,4,1,3,5,1,5,1,5,1,5,1,1,5,1,5,4,1,3,1,4,4,5,1,5,1,5,1,5,4,5,30,SE,2,1,1,3,1
184,2,4,4,4,4,2,5,2,3,4,2,5,4,4,3,2,3,4,2,3,3,5,5,2,5,4,4,3,5,1,5,5,2,5,1,4,4,4,4,5,4,4,2,4,3,5,2,5,4,5,27,US,1,1,1,3,1
185,2,1,4,4,4,2,4,2,4,4,2,4,4,4,4,2,3,4,4,3,2,4,4,2,4,3,2,2,4,3,5,5,2,5,1,4,4,5,5,5,5,5,1,5,1,5,1,5,5,4,17,US,1,1,1,3,1
186,4,3,4,2,3,1,3,1,4,3,3,2,2,3,1,5,2,4,2,2,5,2,2,5,1,5,2,5,5,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,5,2,4,17,US,1,2,1,13,5
187,2,3,4,2,4,2,4,3,2,3,3,4,4,4,1,2,4,4,3,2,3,4,2,4,3,3,4,2,4,2,1,2,4,2,5,3,3,3,2,3,4,3,1,2,2,3,4,4,3,4,19,AU,1,2,1,11,1
188,5,2,3,4,1,3,1,2,2,1,2,3,5,5,3,1,3,4,4,3,1,5,5,4,5,1,2,1,4,3,3,3,5,3,2,4,1,1,1,3,5,5,1,3,1,4,2,5,5,5,18,US,1,1,1,0,1
189,2,3,3,2,4,2,5,3,3,4,3,3,3,3,3,3,2,3,1,5,1,3,4,2,3,4,4,1,4,2,5,3,3,2,3,4,3,3,2,3,2,2,4,4,3,3,4,3,2,5,23,MY,2,2,1,11,1
190,5,5,5,1,5,5,5,1,5,5,1,5,1,5,5,1,5,1,5,4,5,5,1,5,3,1,5,1,1,5,5,1,1,1,5,5,1,2,1,1,1,4,1,5,2,3,5,4,1,1,20,IN,2,2,1,1,1
191,1,5,4,1,4,4,5,3,5,4,3,4,5,3,4,3,5,2,1,3,4,1,3,3,3,3,3,4,4,3,4,3,4,4,2,4,5,5,3,4,2,4,3,4,3,5,2,5,3,2,19,MY,2,2,1,11,2
192,5,4,4,1,5,2,4,2,5,4,3,3,2,4,2,5,2,4,2,4,4,4,3,4,2,4,2,3,2,4,1,3,3,3,3,2,2,4,4,2,3,4,2,4,2,4,2,4,2,4,23,IN,2,1,1,13,1
193,4,3,2,4,1,5,2,4,2,1,3,3,3,5,4,2,3,3,3,3,1,4,5,3,5,1,5,3,5,1,2,1,3,3,4,3,3,4,4,4,4,5,4,5,3,4,1,4,3,3,14,US,1,1,1,13,1
194,4,3,4,2,4,2,4,2,3,4,2,4,3,5,4,2,2,2,4,1,1,5,5,4,4,1,5,3,4,5,3,5,5,5,5,5,3,3,3,4,4,5,2,4,1,4,2,2,3,5,18,IN,1,1,1,4,1
195,3,5,5,4,4,2,4,2,4,5,2,1,4,2,5,1,3,2,5,1,4,2,2,5,3,5,3,5,1,5,1,3,5,1,3,4,1,2,1,2,4,3,4,5,3,2,1,3,3,4,18,US,1,2,1,1,1
196,2,4,3,4,2,2,2,4,4,2,2,4,2,4,3,2,3,4,2,1,2,4,4,3,4,1,4,2,4,1,4,3,2,5,4,4,4,3,2,4,4,4,4,4,4,3,2,3,3,4,16,KW,2,1,1,5,1
197,4,5,4,1,4,2,5,2,5,5,5,5,3,5,2,3,5,3,3,5,3,5,2,4,2,3,2,2,1,5,2,3,4,4,2,1,4,5,1,1,2,3,3,4,3,4,1,3,2,3,23,OM,1,2,1,0,1
198,5,4,5,1,5,2,5,1,5,5,5,3,4,5,2,3,1,3,3,5,5,2,1,5,3,5,2,5,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,5,2,3,22,IN,2,2,1,4,1
199,3,4,4,1,4,3,3,3,4,4,3,3,4,3,2,2,5,3,2,3,1,5,5,2,5,2,4,1,5,1,2,1,4,2,4,2,2,2,1,2,4,5,3,5,1,5,1,3,4,5,19,US,1,1,1,11,1
200,1,3,4,3,4,1,4,2,4,4,4,5,4,5,3,3,2,5,2,2,3,3,2,3,2,3,3,3,5,2,3,3,3,5,4,2,4,3,3,3,3,5,2,4,2,3,5,4,4,4,21,US,2,1,1,13,1
201,5,3,1,1,3,5,5,5,1,1,3,3,5,3,3,3,5,3,4,2,1,5,5,1,5,1,5,1,5,1,5,3,1,5,2,5,5,4,4,1,3,1,3,5,5,1,3,3,2,5,19,MY,2,1,1,11,1
202,5,4,5,5,5,1,5,3,3,5,1,3,3,3,5,3,5,3,3,3,1,5,3,5,1,3,4,3,5,5,3,3,5,5,5,5,5,3,2,4,4,4,5,4,3,3,1,3,3,3,14,AU,1,1,2,10,1
203,1,5,5,3,5,1,5,1,5,5,3,4,4,4,3,4,3,4,1,3,5,1,1,5,1,5,1,5,2,5,5,4,2,5,2,4,3,5,4,5,4,5,1,5,2,5,1,5,1,5,39,AU,1,2,2,3,1
204,3,1,3,3,5,3,5,3,5,4,3,5,1,5,3,3,1,5,2,3,1,5,5,2,3,1,3,1,5,3,1,1,1,5,1,1,1,5,1,1,5,3,5,5,5,3,1,1,3,5,26,DK,2,1,1,3,5
205,1,4,5,1,4,2,4,1,4,4,4,4,1,4,2,3,2,4,1,4,1,4,4,5,2,4,2,4,2,5,1,1,4,3,4,2,2,1,1,1,4,5,2,5,2,4,2,5,5,5,48,GB,1,1,1,3,1
206,2,2,3,2,2,2,4,3,3,4,3,3,2,4,2,4,2,5,3,4,1,5,3,2,2,4,4,1,5,1,3,4,3,4,2,3,4,5,3,4,4,3,3,3,2,3,4,4,4,4,33,NZ,1,2,1,3,5
207,5,4,3,5,2,3,4,3,4,2,5,4,2,3,3,4,4,3,2,3,2,3,5,2,5,3,4,4,2,5,1,3,3,4,3,2,3,4,3,3,1,3,3,4,3,4,4,3,3,4,20,ID,0,1,1,7,5
208,1,5,5,2,5,1,5,1,4,5,4,4,4,4,3,4,2,5,2,5,4,2,1,5,2,4,1,4,2,5,3,2,5,4,4,4,2,1,2,2,4,4,4,3,5,4,3,4,3,5,22,DK,2,2,2,3,3
209,1,1,1,3,1,5,1,5,1,1,5,1,1,5,1,5,1,5,1,5,1,2,4,5,5,2,4,1,5,1,3,1,5,5,5,5,1,1,1,1,3,3,1,3,1,3,1,5,3,5,21,TR,2,1,1,13,1
210,4,2,2,4,2,4,2,4,2,2,5,4,4,5,2,5,5,5,1,4,1,4,4,4,5,2,4,1,4,2,4,2,4,5,4,2,4,2,2,4,4,3,2,4,2,4,2,2,4,2,29,GB,1,2,1,3,5
211,1,4,4,2,4,2,4,2,4,3,3,4,5,3,4,2,4,3,2,2,3,2,4,4,3,4,2,4,4,2,4,2,3,4,3,2,4,2,2,4,4,4,2,4,3,4,1,4,3,4,43,AU,1,1,1,3,1
212,5,4,4,4,2,3,1,2,5,2,3,5,2,5,1,3,3,4,3,2,1,5,4,2,3,4,2,1,5,2,3,5,3,5,1,3,4,4,5,3,5,5,1,4,1,4,3,5,5,4,13,SG,1,2,3,11,1
213,2,4,3,3,5,1,5,5,5,5,3,4,1,3,2,3,5,2,3,3,2,4,4,2,3,5,4,2,4,3,1,3,4,4,3,2,5,3,3,5,3,4,5,2,1,4,4,4,4,3,22,IN,2,1,1,4,2
214,1,4,5,4,5,2,5,1,5,5,5,4,1,5,3,3,3,5,1,3,4,2,1,3,3,4,1,5,3,5,3,3,4,5,4,3,5,3,3,5,2,3,2,5,3,2,2,2,1,5,23,GB,1,2,1,13,2
215,2,2,4,1,5,2,5,1,3,5,3,3,5,5,4,1,1,5,3,5,3,5,3,3,3,3,5,1,5,1,1,4,5,4,2,4,3,5,3,2,1,1,5,4,2,1,5,3,1,5,24,LT,2,1,1,3,1
216,1,3,4,1,5,1,5,1,3,5,5,4,2,5,2,4,1,5,3,4,2,4,3,2,3,2,1,2,3,3,4,4,3,5,3,4,4,4,4,4,5,5,1,5,2,5,1,4,4,5,39,GB,2,1,2,3,5
217,1,4,5,5,5,1,5,1,3,5,4,2,5,5,2,1,2,5,2,3,4,5,1,3,1,5,1,1,1,5,4,5,3,5,1,1,1,3,1,1,5,5,3,5,1,5,1,4,5,5,29,AU,1,2,1,3,5
218,1,4,4,3,5,1,4,1,4,4,3,4,1,4,2,4,1,5,1,2,2,2,1,4,4,5,1,3,4,5,4,2,3,5,1,2,2,3,2,1,3,2,1,5,5,4,1,4,4,5,39,IE,1,1,1,3,1
219,2,3,2,4,4,4,4,4,2,4,2,4,2,4,2,3,3,2,2,2,2,3,4,2,4,2,4,2,2,3,4,4,2,4,4,4,4,4,3,4,4,2,4,2,4,2,4,2,2,4,26,US,2,2,1,11,1
220,1,4,5,4,4,1,4,1,5,5,3,3,5,5,5,1,5,1,3,1,4,1,1,3,1,4,1,5,1,5,5,5,2,5,1,5,5,5,5,5,5,5,3,5,3,5,1,5,4,4,17,GB,1,2,1,13,1
221,1,4,5,2,5,1,3,1,4,4,3,3,3,4,3,2,2,4,3,3,5,1,1,5,3,5,2,5,3,4,4,5,3,5,1,3,4,4,4,2,5,3,1,3,1,3,2,4,5,4,18,AU,1,2,1,3,1
222,4,4,4,4,2,4,4,2,3,4,5,3,5,2,2,3,4,3,2,1,3,2,4,4,2,4,2,2,2,5,3,2,5,3,2,4,3,3,1,3,4,5,3,4,2,5,1,4,3,2,17,IL,2,2,1,5,5
223,4,3,5,3,3,1,5,1,5,4,5,3,1,5,1,3,5,1,3,4,5,4,1,5,1,5,1,4,5,1,1,1,5,3,1,4,5,1,3,5,5,3,1,3,3,4,1,5,5,2,26,IN,2,2,1,1,1
224,2,3,5,2,5,2,4,2,3,5,3,3,3,4,3,1,1,4,5,3,2,4,4,3,4,2,3,2,4,4,4,3,4,5,3,3,3,4,4,3,3,5,3,5,2,3,1,2,2,5,17,GB,1,1,2,3,1
225,5,2,3,1,2,2,5,3,3,4,5,2,1,4,2,5,4,3,5,4,4,2,3,2,3,2,3,2,3,3,3,2,1,5,2,2,5,3,4,3,3,2,2,3,2,2,4,3,3,3,16,GB,1,2,1,3,2
226,1,4,4,4,5,1,4,1,5,5,5,4,4,4,2,2,4,3,2,4,2,5,2,4,4,3,2,4,4,4,5,4,2,5,2,2,3,2,2,4,5,3,2,5,2,4,1,4,4,5,17,GB,1,2,1,3,1
227,2,3,4,3,2,5,1,4,3,4,4,4,4,2,5,3,5,4,3,2,3,2,3,5,2,3,1,4,3,5,1,2,4,1,4,2,4,1,2,4,5,5,1,4,1,5,1,5,5,3,35,PL,2,1,1,3,1
228,1,4,4,2,4,2,4,4,4,4,4,3,5,4,4,3,4,3,4,4,1,4,3,2,5,2,2,1,5,2,4,4,3,4,2,4,3,4,3,3,4,3,2,2,2,3,4,4,4,4,39,DE,1,2,1,1,1
229,4,3,3,4,3,2,3,3,3,3,2,2,4,4,4,2,4,2,2,3,2,4,4,2,4,2,2,2,4,1,3,4,3,4,2,2,3,3,4,3,4,4,1,5,2,3,2,3,4,4,18,GB,1,2,1,3,5
230,3,3,3,2,4,2,4,2,4,3,4,3,2,2,2,2,4,4,2,4,2,4,4,2,4,2,4,2,4,2,3,4,4,3,2,3,4,4,4,2,4,3,2,2,2,4,2,4,2,4,29,MY,1,2,1,11,5
231,4,4,1,3,4,4,2,5,3,3,2,5,3,3,4,4,4,2,3,1,1,5,4,1,3,3,3,1,4,1,5,5,1,3,1,5,5,5,5,5,3,5,3,5,1,4,1,5,4,5,15,ID,2,2,1,11,1
232,5,1,2,1,5,1,5,5,1,5,1,1,1,5,1,2,5,5,5,1,1,5,3,1,5,1,5,1,5,5,5,1,1,5,1,5,5,5,5,5,5,5,1,5,5,5,1,5,1,5,15,IN,2,1,1,13,1
233,5,5,5,4,5,2,5,1,5,5,4,5,4,5,4,4,5,5,5,4,1,5,2,4,4,5,4,1,4,5,5,5,1,5,5,4,5,5,5,5,1,2,1,3,5,1,5,5,1,4,16,AE,2,1,1,4,1
234,1,5,5,1,5,1,5,1,5,5,2,4,4,5,3,3,4,1,3,2,3,5,1,4,3,3,1,4,3,3,3,2,4,5,3,2,3,4,1,3,4,5,1,5,1,4,1,5,4,5,20,LT,2,2,1,3,1
235,4,1,1,4,1,5,1,5,1,1,1,2,5,3,5,1,5,1,5,1,1,5,4,1,5,1,5,1,4,1,1,2,1,2,5,5,4,5,4,4,3,4,1,1,5,1,1,4,1,1,19,PK,2,1,1,4,1
